dataset_id,analysis,predictor,Unique,Average.share,Individual,I.perc(%),model_profile,total_adjusted_r_squared
22773,spatial_spd,human,0.255,-0.062200000000000005,0.1928,54.16,human_climate,0.356
22773,spatial_spd,climate,0.2248,-0.06209999999999999,0.1627,45.7,human_climate,0.356
22773,spatial_spd,human,0.2387,-0.0441,0.1946,30.55,human_climate_time,0.637
22773,spatial_spd,climate,0.0833,0.018500000000000003,0.1018,15.98,human_climate_time,0.637
22773,spatial_spd,time,0.2821,0.059,0.3411,53.55,human_climate_time,0.637
784,spatial_spd,human,-0.0066,-0.015600000000000001,-0.0222,-6.38,human_climate,0.348
784,spatial_spd,climate,0.3861,-0.015699999999999992,0.3704,106.44,human_climate,0.348
784,spatial_spd,human,-0.0114,-0.011699999999999999,-0.0231,-6.77,human_climate_time,0.341
784,spatial_spd,climate,0.0051,0.1764,0.1815,53.23,human_climate_time,0.341
784,spatial_spd,time,-0.007,0.1898,0.1828,53.61,human_climate_time,0.341
4472,spatial_spd,human,0.0523,-0.0359,0.0164,4.95,human_climate,0.331
4472,spatial_spd,climate,0.3505,-0.03589999999999999,0.3146,95.05,human_climate,0.331
4472,spatial_spd,human,-0.0302,0.020700000000000003,-0.0095,-1.99,human_climate_time,0.477
4472,spatial_spd,climate,0.4029,-0.04679999999999995,0.3561,74.65,human_climate_time,0.477
4472,spatial_spd,time,0.1461,-0.015500000000000014,0.1306,27.38,human_climate_time,0.477
45383,spatial_spd,human,0.02,0.0592,0.0792,10.88,human_climate,0.728
45383,spatial_spd,climate,0.5893,0.05919999999999992,0.6485,89.08,human_climate,0.728
45383,spatial_spd,human,-0.0172,0.0663,0.0491,6.49,human_climate_time,0.756
45383,spatial_spd,climate,0.415,0.13490000000000008,0.54990000000000006,72.74,human_climate_time,0.756
45383,spatial_spd,time,0.0285,0.1287,0.1572,20.79,human_climate_time,0.756
40564,spatial_spd,human,-0.0391,0.057300000000000004,0.0182,4.5,human_climate,0.404
40564,spatial_spd,climate,0.3287,0.05730000000000002,0.386,95.54,human_climate,0.404
40564,spatial_spd,human,0.0059,0.019,0.0249,4.02,human_climate_time,0.619
40564,spatial_spd,climate,0.1933,0.10919999999999999,0.3025,48.87,human_climate_time,0.619
40564,spatial_spd,time,0.215,0.07660000000000003,0.2916,47.11,human_climate_time,0.619
13051,spatial_spd,human,-0.0608,0.0637,0.0029,1.03,human_climate,0.282
13051,spatial_spd,climate,0.215,0.06360000000000002,0.2786,98.79,human_climate,0.282
13051,spatial_spd,human,-0.0801,0.0582,-0.0219,-7.85,human_climate_time,0.279
13051,spatial_spd,climate,0.0612,0.12539999999999998,0.1866,66.88,human_climate_time,0.279
13051,spatial_spd,time,-0.0023,0.1168,0.1145,41.04,human_climate_time,0.279
1635,spatial_spd,human,-0.0064,-0.0176,-0.024,-68.57,human_climate,0.035
1635,spatial_spd,climate,0.0767,-0.0175,0.0592,169.14,human_climate,0.035
1635,spatial_spd,human,0.0081,-0.0252,-0.0171,-20.85,human_climate_time,0.082
1635,spatial_spd,climate,-0.0626,0.0518,-0.0108,-13.17,human_climate_time,0.082
1635,spatial_spd,time,0.0466,0.06319999999999999,0.1098,133.9,human_climate_time,0.082
4197,spatial_spd,human,0.1136,-0.055400000000000005,0.0582,149.23,human_climate,0.039
4197,spatial_spd,climate,0.036,-0.0554,-0.0194,-49.74,human_climate,0.039
4197,spatial_spd,human,-0.0827,0.07429999999999999,-0.0084,60,human_climate_time,-0.014
4197,spatial_spd,climate,-0.2245,0.10650000000000001,-0.118,842.86,human_climate_time,-0.014
4197,spatial_spd,time,-0.0529,0.1651,0.1122,-801.43,human_climate_time,-0.014
15783,spatial_spd,human,0.1269,-0.025900000000000006,0.101,38.4,human_climate,0.263
15783,spatial_spd,climate,0.1883,-0.025900000000000006,0.1624,61.75,human_climate,0.263
15783,spatial_spd,human,0.0625,-0.0010000000000000009,0.0615,15.53,human_climate_time,0.396
15783,spatial_spd,climate,0.1762,-0.027200000000000002,0.149,37.63,human_climate_time,0.396
15783,spatial_spd,time,0.1328,0.05299999999999999,0.1858,46.92,human_climate_time,0.396
4373,spatial_spd,human,0.0876,-0.019599999999999992,0.068,52.31,human_climate,0.13
4373,spatial_spd,climate,0.0816,-0.019600000000000006,0.062,47.69,human_climate,0.13
4373,spatial_spd,human,-0.0854,0.0961,0.0107,6.82,human_climate_time,0.157
4373,spatial_spd,climate,-0.0804,0.0906,0.0102,6.5,human_climate_time,0.157
4373,spatial_spd,time,0.027,0.1091,0.1361,86.69,human_climate_time,0.157
45722,spatial_spd,human,0.285,-0.02479999999999999,0.2602,36.6,human_climate,0.711
45722,spatial_spd,climate,0.4759,-0.02479999999999999,0.4511,63.45,human_climate,0.711
45722,spatial_spd,human,0.0653,0.0973,0.1626,22.43,human_climate_time,0.725
45722,spatial_spd,climate,0.3185,0.06619999999999998,0.3847,53.06,human_climate_time,0.725
45722,spatial_spd,time,0.014,0.16399999999999998,0.178,24.55,human_climate_time,0.725
2270,spatial_spd,human,-0.019,0.1106,0.0916,20.18,human_climate,0.454
2270,spatial_spd,climate,0.2518,0.11059999999999998,0.3624,79.82,human_climate,0.454
2270,spatial_spd,human,-0.0523,0.098,0.0457,11.31,human_climate_time,0.404
2270,spatial_spd,climate,0.1054,0.15450000000000003,0.2599,64.33,human_climate_time,0.404
2270,spatial_spd,time,-0.0499,0.1484,0.0985,24.38,human_climate_time,0.404
15201,spatial_spd,human,0.0836,0.002700000000000008,0.0863,31.38,human_climate,0.275
15201,spatial_spd,climate,0.1859,0.002799999999999997,0.1887,68.62,human_climate,0.275
15201,spatial_spd,human,0.073,0.0040000000000000036,0.077,37.2,human_climate_time,0.207
15201,spatial_spd,climate,0.101,0.04119999999999999,0.1422,68.7,human_climate_time,0.207
15201,spatial_spd,time,-0.068,0.0558,-0.0122,-5.89,human_climate_time,0.207
260,spatial_spd,human,-0.0368,0.0826,0.0458,11.57,human_climate,0.396
260,spatial_spd,climate,0.2679,0.0827,0.3506,88.54,human_climate,0.396
260,spatial_spd,human,-0.0384,0.06079999999999999,0.0224,6.2,human_climate_time,0.361
260,spatial_spd,climate,0.0074,0.1903,0.1977,54.76,human_climate_time,0.361
260,spatial_spd,time,-0.035,0.1763,0.1413,39.14,human_climate_time,0.361
21539,spatial_spd,human,-0.0027,0.18460000000000001,0.1819,34.19,human_climate,0.532
21539,spatial_spd,climate,0.1655,0.1847,0.3502,65.83,human_climate,0.532
21539,spatial_spd,human,-0.0413,0.1716,0.1303,21.08,human_climate_time,0.618
21539,spatial_spd,climate,0.2052,0.1325,0.3377,54.64,human_climate_time,0.618
21539,spatial_spd,time,0.0858,0.0641,0.1499,24.26,human_climate_time,0.618
15829,spatial_spd,human,0.0078,0.008499999999999999,0.0163,3.08,human_climate,0.53
15829,spatial_spd,climate,0.5049,0.008499999999999952,0.5134,96.87,human_climate,0.53
15829,spatial_spd,human,0.0069,0.006699999999999999,0.0136,2.15,human_climate_time,0.634
15829,spatial_spd,climate,0.3049,0.10620000000000002,0.4111,64.84,human_climate_time,0.634
15829,spatial_spd,time,0.1047,0.105,0.2097,33.08,human_climate_time,0.634
14799,spatial_spd,human,0.0045,-9.99999999999994e-5,0.0044,4.04,human_climate,0.109
14799,spatial_spd,climate,0.1047,0,0.1047,96.06,human_climate,0.109
14799,spatial_spd,human,0.3028,-0.2116,0.0912,28.41,human_climate_time,0.321
14799,spatial_spd,climate,0.3189,-0.16960000000000003,0.1493,46.51,human_climate_time,0.321
14799,spatial_spd,time,0.2123,-0.1314,0.0809,25.2,human_climate_time,0.321
4056,spatial_spd,human,0.7653,-0.19119999999999993,0.5741,83.81,human_climate,0.685
4056,spatial_spd,climate,0.3018,-0.1911,0.1107,16.16,human_climate,0.685
4056,spatial_spd,human,0.5051,-0.005299999999999971,0.4998,72.75,human_climate_time,0.687
4056,spatial_spd,climate,0.2401,-0.10450000000000001,0.1356,19.74,human_climate_time,0.687
4056,spatial_spd,time,0.0023,0.0494,0.0517,7.53,human_climate_time,0.687
2617,spatial_spd,human,0.0386,0.136,0.1746,43.11,human_climate,0.405
2617,spatial_spd,climate,0.0945,0.1359,0.2304,56.89,human_climate,0.405
2617,spatial_spd,human,0.0094,0.1098,0.1192,35.69,human_climate_time,0.334
2617,spatial_spd,climate,-0.0808,0.1829,0.1021,30.57,human_climate_time,0.334
2617,spatial_spd,time,-0.0709,0.1837,0.1128,33.77,human_climate_time,0.334
42671,spatial_spd,human,0.0914,-0.039299999999999995,0.0521,10.72,human_climate,0.486
42671,spatial_spd,climate,0.4729,-0.0393,0.4336,89.22,human_climate,0.486
42671,spatial_spd,human,-0.025,0.0435,0.0185,3.44,human_climate_time,0.538
42671,spatial_spd,climate,0.018,0.2127,0.2307,42.88,human_climate_time,0.538
42671,spatial_spd,time,0.0526,0.23639999999999997,0.289,53.72,human_climate_time,0.538
4058,spatial_spd,human,-0.0091,-0.027100000000000003,-0.0362,-43.61,human_climate,0.083
4058,spatial_spd,climate,0.1464,-0.0271,0.1193,143.73,human_climate,0.083
4058,spatial_spd,human,-0.0364,-0.0092,-0.0456,1140,human_climate_time,-0.004
4058,spatial_spd,climate,0.0116,0.0445,0.0561,-1402.5,human_climate_time,-0.004
4058,spatial_spd,time,-0.0872,0.0726,-0.0146,365,human_climate_time,-0.004
20613,spatial_spd,human,0.0981,-0.023400000000000004,0.0747,16.38,human_climate,0.456
20613,spatial_spd,climate,0.4043,-0.023399999999999976,0.3809,83.53,human_climate,0.456
20613,spatial_spd,human,0.0305,0.032,0.0625,14.71,human_climate_time,0.425
20613,spatial_spd,climate,-0.041,0.2209,0.1799,42.33,human_climate_time,0.425
20613,spatial_spd,time,-0.0301,0.21309999999999998,0.183,43.06,human_climate_time,0.425
15738,spatial_spd,human,0.0494,0.031100000000000003,0.0805,16.4,human_climate,0.491
15738,spatial_spd,climate,0.3797,0.031100000000000017,0.4108,83.67,human_climate,0.491
15738,spatial_spd,human,-0.0156,0.0476,0.032,5.5,human_climate_time,0.582
15738,spatial_spd,climate,0.3073,0.05129999999999996,0.3586,61.62,human_climate_time,0.582
15738,spatial_spd,time,0.0904,0.10060000000000001,0.191,32.82,human_climate_time,0.582
2287,spatial_spd,human,0.132,0.068,0.2,33.61,human_climate,0.595
2287,spatial_spd,climate,0.3265,0.068,0.3945,66.3,human_climate,0.595
2287,spatial_spd,human,0.1336,0.0499,0.1835,32.25,human_climate_time,0.569
2287,spatial_spd,climate,0.1701,0.1289,0.299,52.55,human_climate_time,0.569
2287,spatial_spd,time,-0.0256,0.112,0.0864,15.18,human_climate_time,0.569
22842,spatial_spd,human,-0.0735,0.039599999999999996,-0.0339,-30.27,human_climate,0.112
22842,spatial_spd,climate,0.106,0.03960000000000001,0.1456,130,human_climate,0.112
22842,spatial_spd,human,-0.0115,-0.0014000000000000002,-0.0129,-3.65,human_climate_time,0.353
22842,spatial_spd,climate,0.0937,0.0358,0.1295,36.69,human_climate_time,0.353
22842,spatial_spd,time,0.2413,-0.004899999999999988,0.2364,66.97,human_climate_time,0.353
15288,spatial_spd,human,0.0247,0.1499,0.1746,52.43,human_climate,0.333
15288,spatial_spd,climate,0.0085,0.1499,0.1584,47.57,human_climate,0.333
15288,spatial_spd,human,0.0318,0.0872,0.119,34.49,human_climate_time,0.345
15288,spatial_spd,climate,0.0105,0.0898,0.1003,29.07,human_climate_time,0.345
15288,spatial_spd,time,0.0122,0.11370000000000001,0.1259,36.49,human_climate_time,0.345
21762,spatial_spd,human,-0.0345,0.099,0.0645,17.34,human_climate,0.372
21762,spatial_spd,climate,0.2089,0.099,0.3079,82.77,human_climate,0.372
21762,spatial_spd,human,-0.0514,0.0774,0.026,6.39,human_climate_time,0.407
21762,spatial_spd,climate,0.0327,0.1571,0.1898,46.63,human_climate_time,0.407
21762,spatial_spd,time,0.0341,0.15660000000000002,0.1907,46.86,human_climate_time,0.407
1148,spatial_spd,human,0.1034,0.010899999999999993,0.1143,25.01,human_climate,0.457
1148,spatial_spd,climate,0.3315,0.010899999999999965,0.3424,74.92,human_climate,0.457
1148,spatial_spd,human,-0.0313,0.0752,0.0439,8.38,human_climate_time,0.524
1148,spatial_spd,climate,0.2499,0.04859999999999998,0.2985,56.97,human_climate_time,0.524
1148,spatial_spd,time,0.0677,0.1143,0.182,34.73,human_climate_time,0.524
48721,spatial_spd,human,-0.0244,0.10020000000000001,0.0758,32.53,human_climate,0.233
48721,spatial_spd,climate,0.0567,0.1003,0.157,67.38,human_climate,0.233
48721,spatial_spd,human,0.2653,-0.12409999999999999,0.1412,27.74,human_climate_time,0.509
48721,spatial_spd,climate,0.2624,-0.08210000000000003,0.1803,35.42,human_climate_time,0.509
48721,spatial_spd,time,0.2762,-0.08879999999999999,0.1874,36.82,human_climate_time,0.509
24467,spatial_spd,human,0.0732,0.0305,0.1037,58.92,human_climate,0.176
24467,spatial_spd,climate,0.0416,0.0305,0.0721,40.97,human_climate,0.176
24467,spatial_spd,human,0.0192,0.067,0.0862,16.08,human_climate_time,0.536
24467,spatial_spd,climate,0.177,-0.027599999999999986,0.1494,27.87,human_climate_time,0.536
24467,spatial_spd,time,0.3603,-0.05970000000000003,0.3006,56.08,human_climate_time,0.536
1450,spatial_spd,human,0.0854,0.07599999999999998,0.1614,68.68,human_climate,0.235
1450,spatial_spd,climate,-0.0028,0.076,0.0732,31.15,human_climate,0.235
1450,spatial_spd,human,0.1848,-0.010399999999999993,0.1744,41.33,human_climate_time,0.422
1450,spatial_spd,climate,-0.0137,0.044700000000000004,0.031,7.35,human_climate_time,0.422
1450,spatial_spd,time,0.1877,0.029299999999999993,0.217,51.42,human_climate_time,0.422
23004,spatial_spd,human,0.0032,-0.021500000000000002,-0.0183,-19.47,human_climate,0.094
23004,spatial_spd,climate,0.1336,-0.02149999999999999,0.1121,119.26,human_climate,0.094
23004,spatial_spd,human,-6e-4,-0.0202,-0.0208,-9.5,human_climate_time,0.219
23004,spatial_spd,climate,0.096,-0.0032999999999999974,0.0927,42.33,human_climate_time,0.219
23004,spatial_spd,time,0.125,0.021900000000000003,0.1469,67.08,human_climate_time,0.219
2292,spatial_spd,human,0.1223,-0.013400000000000009,0.1089,45.56,human_climate,0.239
2292,spatial_spd,climate,0.1431,-0.013399999999999995,0.1297,54.27,human_climate,0.239
2292,spatial_spd,human,0.1009,-0.006199999999999997,0.0947,36.42,human_climate_time,0.26
2292,spatial_spd,climate,0.0892,0.010099999999999998,0.0993,38.19,human_climate_time,0.26
2292,spatial_spd,time,0.0219,0.0446,0.0665,25.58,human_climate_time,0.26
2391,spatial_spd,human,0.0419,0.008399999999999998,0.0503,17.23,human_climate,0.292
2391,spatial_spd,climate,0.233,0.00839999999999999,0.2414,82.67,human_climate,0.292
2391,spatial_spd,human,0.0184,0.0199,0.0383,13.39,human_climate_time,0.286
2391,spatial_spd,climate,0.1679,0.0408,0.2087,72.97,human_climate_time,0.286
2391,spatial_spd,time,-0.0055,0.0447,0.0392,13.71,human_climate_time,0.286
1024,spatial_spd,human,0.0671,0.10839999999999998,0.1755,25.96,human_climate,0.676
1024,spatial_spd,climate,0.3926,0.1084,0.501,74.11,human_climate,0.676
1024,spatial_spd,human,0.0825,0.06280000000000001,0.1453,19.09,human_climate_time,0.761
1024,spatial_spd,climate,0.1998,0.16690000000000002,0.3667,48.19,human_climate_time,0.761
1024,spatial_spd,time,0.0846,0.16449999999999998,0.2491,32.73,human_climate_time,0.761
1642,spatial_spd,human,0.1595,-0.010599999999999998,0.1489,98.61,human_climate,0.151
1642,spatial_spd,climate,0.0123,-0.0106,0.0017,1.13,human_climate,0.151
1642,spatial_spd,human,0.0118,0.06949999999999999,0.0813,40.45,human_climate_time,0.201
1642,spatial_spd,climate,0.0041,-3.0000000000000035e-4,0.0038,1.89,human_climate_time,0.201
1642,spatial_spd,time,0.05,0.0655,0.1155,57.46,human_climate_time,0.201
15785,spatial_spd,human,-0.0408,0.0376,-0.0032,-0.96,human_climate,0.333
15785,spatial_spd,climate,0.2987,0.03759999999999997,0.3363,100.99,human_climate,0.333
15785,spatial_spd,human,-0.0499,0.0407,-0.0092,-2.76,human_climate_time,0.333
15785,spatial_spd,climate,0.2476,0.06159999999999999,0.3092,92.85,human_climate_time,0.333
15785,spatial_spd,time,1e-4,0.0331,0.0332,9.97,human_climate_time,0.333
1735,spatial_spd,human,0.0495,0.13429999999999997,0.1838,53.59,human_climate,0.343
1735,spatial_spd,climate,0.0248,0.1343,0.1591,46.38,human_climate,0.343
1735,spatial_spd,human,-0.0701,0.155,0.0849,27.56,human_climate_time,0.308
1735,spatial_spd,climate,-0.1277,0.1714,0.0437,14.19,human_climate_time,0.308
1735,spatial_spd,time,-0.0348,0.2143,0.1795,58.28,human_climate_time,0.308
22711,spatial_spd,human,0.0439,0.1317,0.1756,37.28,human_climate,0.471
22711,spatial_spd,climate,0.1637,0.13179999999999997,0.2955,62.74,human_climate,0.471
22711,spatial_spd,human,-0.0032,0.11549999999999999,0.1123,22.78,human_climate_time,0.493
22711,spatial_spd,climate,0.0845,0.1315,0.216,43.81,human_climate_time,0.493
22711,spatial_spd,time,0.0221,0.1429,0.165,33.47,human_climate_time,0.493
24348,spatial_spd,human,-0.0494,0.0285,-0.0209,-11,human_climate,0.19
24348,spatial_spd,climate,0.1826,0.028599999999999987,0.2112,111.16,human_climate,0.19
24348,spatial_spd,human,-0.0185,0.011699999999999999,-0.0068,-2.25,human_climate_time,0.302
24348,spatial_spd,climate,0.0608,0.08810000000000001,0.1489,49.3,human_climate_time,0.302
24348,spatial_spd,time,0.1121,0.04819999999999999,0.1603,53.08,human_climate_time,0.302
40992,spatial_spd,human,0.0794,-0.022199999999999998,0.0572,17.6,human_climate,0.325
40992,spatial_spd,climate,0.2898,-0.022199999999999998,0.2676,82.34,human_climate,0.325
40992,spatial_spd,human,0.0112,0.016800000000000002,0.028,9.43,human_climate_time,0.297
40992,spatial_spd,climate,0.0968,0.07919999999999999,0.176,59.26,human_climate_time,0.297
40992,spatial_spd,time,-0.0282,0.12090000000000001,0.0927,31.21,human_climate_time,0.297
1786,spatial_spd,human,-0.0569,0.0781,0.0212,8.58,human_climate,0.247
1786,spatial_spd,climate,0.1479,0.0781,0.226,91.5,human_climate,0.247
1786,spatial_spd,human,-0.0157,0.0327,0.017,4.89,human_climate_time,0.348
1786,spatial_spd,climate,-0.0117,0.1331,0.1214,34.89,human_climate_time,0.348
1786,spatial_spd,time,0.101,0.10869999999999999,0.2097,60.26,human_climate_time,0.348
878,spatial_spd,human,0.0416,0.04920000000000001,0.0908,70.39,human_climate,0.129
878,spatial_spd,climate,-0.0108,0.049199999999999994,0.0384,29.77,human_climate,0.129
878,spatial_spd,human,0.0175,0.038099999999999995,0.0556,120.87,human_climate_time,0.046
878,spatial_spd,climate,-0.1662,0.10379999999999999,-0.0624,-135.65,human_climate_time,0.046
878,spatial_spd,time,-0.0831,0.136,0.0529,115,human_climate_time,0.046
44951,spatial_spd,human,-0.0057,0.006,3e-4,0.1,human_climate,0.308
44951,spatial_spd,climate,0.3016,0.006099999999999994,0.3077,99.9,human_climate,0.308
44951,spatial_spd,human,-0.0394,0.0325,-0.0069,-1.82,human_climate_time,0.38
44951,spatial_spd,climate,0.1486,0.09219999999999998,0.2408,63.37,human_climate_time,0.38
44951,spatial_spd,time,0.0724,0.07409999999999999,0.1465,38.55,human_climate_time,0.38
328,spatial_spd,human,0.1173,0.02489999999999999,0.1422,45.87,human_climate,0.31
328,spatial_spd,climate,0.143,0.025000000000000022,0.168,54.19,human_climate,0.31
328,spatial_spd,human,0.0025,0.08259999999999999,0.0851,16.24,human_climate_time,0.524
328,spatial_spd,climate,0.0586,0.0674,0.126,24.05,human_climate_time,0.524
328,spatial_spd,time,0.2136,0.09909999999999997,0.3127,59.68,human_climate_time,0.524
40997,spatial_spd,human,0.0187,-0.026600000000000002,-0.0079,-2.48,human_climate,0.318
40997,spatial_spd,climate,0.3529,-0.026600000000000013,0.3263,102.61,human_climate,0.318
40997,spatial_spd,human,0.0294,-0.0332,-0.0038,-0.83,human_climate_time,0.46
40997,spatial_spd,climate,0.1565,0.07039999999999999,0.2269,49.33,human_climate_time,0.46
40997,spatial_spd,time,0.1418,0.0953,0.2371,51.54,human_climate_time,0.46
42692,spatial_spd,human,0.0458,-0.0461,-3e-4,-0.11,human_climate,0.273
42692,spatial_spd,climate,0.3189,-0.04600000000000004,0.2729,99.96,human_climate,0.273
42692,spatial_spd,human,-0.0083,-0.002999999999999999,-0.0113,-2.57,human_climate_time,0.439
42692,spatial_spd,climate,-0.0504,0.1547,0.1043,23.76,human_climate_time,0.439
42692,spatial_spd,time,0.1666,0.1796,0.3462,78.86,human_climate_time,0.439
1968,spatial_spd,human,0.189,0.056499999999999995,0.2455,40.51,human_climate,0.606
1968,spatial_spd,climate,0.3038,0.056499999999999995,0.3603,59.46,human_climate,0.606
1968,spatial_spd,human,0.0603,0.1293,0.1896,32.14,human_climate_time,0.59
1968,spatial_spd,climate,0.0076,0.213,0.2206,37.39,human_climate_time,0.59
1968,spatial_spd,time,-0.0153,0.1955,0.1802,30.54,human_climate_time,0.59
309,spatial_spd,human,-0.0018,0.11499999999999999,0.1132,29.87,human_climate,0.379
