dataset_id,long,lat,depositionalenvironment,region,ecozone_koppen_5,pollen_percentage,n_taxa_harmonised_per_sequence,n_sample_filtered_per_sequence,n_chron_control_filtered_per_sequence,max_pol_counts_per_sequence,min_pol_counts_per_sequence,mean_pol_counts_per_sequence,max_chronology_age_per_sequence,min_chronology_age_per_sequence,mean_chronology_age_per_sequence,max_chronology_age_error_per_sequence,min_chronology_age_error_per_sequence,mean_chronology_age_error_per_sequence,max_calibrated_age_per_sequence,min_calibrated_age_per_sequence,mean_calibrated_age_per_sequence,calibrated_age_range_per_sequence,max_calibrated_age_uncertainty_per_sequence,min_calibrated_age_uncertainty_per_sequence,mean_calibrated_age_uncertainty_per_sequence
14110,-6.42829,52.95764,Cirque Lake,Europe,Temperate,FALSE,60,100,15,2590,458,2006,9610,-51,3256.2,60,5,32.13,11228.5,-16,4910.96,11244.5,548.54,11.01,322.21
2576,-110.35,44.93333,Kettle Lake,North America,Cold,FALSE,36,44,5,375,279,346,11725,-42,5551.6,140,1,78.2,11456,-42,4021.92,11498,1947.65,2,984.88
41485,-8.46915,54.77481,Glacial Scour Lake,Europe,Temperate,FALSE,53,104,7,606,472,522,12380,0,5945,130,10,64.14,11758,0,5037.62,11758,1189.25,20.5,569.43
15866,-75.27217,41.03345,Fen,North America,Cold,FALSE,34,67,13,276,141,219,9565,-57,4389.08,80,2,35.92,11292,-10,4456.59,11302,901.76,87.02,335.74
48633,-79.11153,-4.37461,Bog,Latin America,Temperate,FALSE,87,35,3,628,576,605,4435,0,2226.67,50,30,38.33,7393,86,3391,7307,5758.62,266.71,1727.27
41762,-114.37266,48.15888,Glacial Origin Lake,North America,Cold,FALSE,17,110,17,483,50,333,9820,-50,2402.18,95,1,27.18,11952,-24,5188.84,11976,485.8,6.51,244.46
22786,8.51833,46.445,Valley Mire,Europe,Cold,FALSE,64,46,7,1609,423,805,9000,-15,5263.86,250,47,115.57,10540,209.5,6193.75,10330.5,1423.76,233.07,628.98
48649,-179.94486,-16.83107,Caldera Lake,Oceania,Tropical,FALSE,107,45,7,1130,203,422,14120,-33,7626.71,370,3,131.86,11507,74,4789.69,11433,2026.9,275.11,1270.85
14498,-115.93464,50.77669,Moraine Dammed Lake,North America,Cold,FALSE,38,121,5,729,484,607,9010,-45,4647,510,1,144.2,10106.5,19,5091.8,10087.5,1637.09,187.03,806.91
24089,13.48881,50.52085,Tectonic Origin Lake,Europe,Cold,FALSE,56,36,4,2009,325,943,7770,1490,4605,80,70,75,8923.5,891,4745.43,8032.5,1860.65,115.03,798.95
1906,-124.19667,48.59639,Kettle Lake,North America,Temperate,FALSE,32,81,8,402,232,307,12990,-45,7800.62,180,1,90.12,11956.5,28,5983.12,11928.5,1238.09,183.5,899.08
688,-69.95833,60.9875,Natural Lake,North America,Polar,FALSE,38,23,4,671,367,480,6820,0,4140,175,1,119,8038,0,5316.98,8038,1854.1,2,754.75
20304,-106.84506,37.6097,Moraine Dammed Lake,North America,Cold,FALSE,38,34,10,446,332,368,11970,-51,3413.9,89,1,32,11808.5,-46,4993.74,11854.5,879.69,17.5,461.11
45698,10.87192,60.83329,Natural Lake,Europe,Cold,FALSE,62,77,9,1710,976,1341,10400,-49,5028.44,236,50,169.78,10445.5,-28,4942.64,10473.5,812.19,65.01,481.17
1654,-76.35,-11.56667,Mire,Latin America,Polar,FALSE,19,10,4,580,98,211,10970,0,6741.25,380,40,193.75,11586.5,329,6065.35,11257.5,2079.35,991.11,1669.74
21708,-73.77985,5.42453,Tectonic Origin Lake,Latin America,Temperate,FALSE,74,38,11,2793,242,672,20575,-17,9837.09,190,1,74.64,11352.5,134,5099.83,11218.5,2106,321.59,1290.72
1902,-121.43286,49.49253,Kettle Lake,North America,Cold,FALSE,21,45,3,727,443,634,11000,0,5950,340,20,170,11994,93,4295.39,11901,2353.55,448.14,1942.73
24996,5.88528,45.05611,Lacustrine,Europe,Cold,FALSE,79,60,6,685,284,466,10398,-39,4537.33,276,100,165.5,10617,260.5,5516.09,10356.5,1566.8,207.52,615.39
821,-72.98278,45.28278,Bog,North America,Cold,FALSE,40,24,5,809,239,534,8150,0,5420,200,1,124.2,9721.5,0,6123.44,9721.5,2017.58,2,1004.08
22047,-74.15686,4.99445,Mire,Latin America,Temperate,FALSE,53,20,3,2854,818,1483,8290,59,4749.67,70,45,55,9088,56.5,4933.75,9031.5,2258.22,95.01,1417.91
20050,6,59.81667,Glacial Origin Lake,Europe,Cold,FALSE,59,85,12,750,396,617,13148,-51,6602.33,281,1,95.67,11985,-51,5349.06,12036,983.75,2,507.08
45351,10.26778,61.5625,Natural Lake,Europe,Cold,FALSE,57,47,9,755,537,631,12844,-49,5695.11,214,50,162.22,11749,-28,5565.85,11777,770.35,63,420.09
2050,-152.6,67.25,Cirque Lake,North America,Cold,FALSE,22,33,4,341,290,308,11795,0,6488.75,665,175,394.75,11868,138.5,7857.92,11729.5,2003.1,309.11,1511.9
22805,2.43806,42.16222,Palustrine,Europe,Temperate,FALSE,31,84,4,3201,69,869,9421,0,4982.25,238,1,140.5,10277.5,96,5236.25,10181.5,2114.15,349.53,1178.67
1890,-66.26667,50.55,Glacial Scour Lake,North America,Cold,FALSE,35,28,6,459,262,361,8497,-32,4466.83,294,1,202.17,8699,17,5175.54,8682,853.95,151.61,533.25
2588,-107.08325,38.82933,Moraine Dammed Lake,North America,Cold,FALSE,48,18,6,635,364,510,12020,-30,6783.33,530,5,217.5,11551,-30,6562.06,11581,1400.32,10.5,927.88
239,-122.49167,45.8,Volcanic Origin Lake,North America,Temperate,FALSE,59,42,12,925,199,407,20200,-30,8985.83,600,40,198.33,11707,7,3884,11700,1191.1,112.51,421.29
14803,-114.98364,45.70637,Cirque Lake,North America,Cold,FALSE,34,26,15,404,246,332,11922,-50,4927,150,1,59.27,11538,-35,5067.83,11573,713.57,30.5,379.51
15413,-150.76444,60.62067,Glacial Meltwater Channel Lake,North America,Cold,FALSE,27,44,8,447,197,301,7928,1154,4363.5,212,92,159.25,10870,383.5,5536.3,10486.5,2386.2,199.6,732.33
4555,6.74944,45.88472,Marsh,Europe,Cold,FALSE,38,47,5,895,117,391,10542,-35,5933.6,656,50,423,11148.5,363,6771.94,10785.5,2488.12,728.64,1340.09
48982,6.74944,45.88472,Marsh,Europe,Cold,FALSE,38,47,5,895,117,391,10542,-35,5933.6,656,50,423,11006.5,366,6726.9,10640.5,2318.67,710.21,1289.31
343,-120.88056,45.91806,Explosion Crater Lake,North America,Cold,FALSE,42,42,11,731,45,360,32700,0,13485.45,450,40,253.64,11919,2,5387.07,11917,1945.07,68.52,861.4
2025,-153.65,67.14722,Cirque Lake,North America,Cold,FALSE,27,30,7,616,284,345,20700,0,7202.86,900,70,246.29,11608,129.5,4955.7,11478.5,1495.41,239.05,717.57
24048,8.25556,46.54722,Mire,Europe,Polar,FALSE,72,36,3,1378,709,1125,6300,-15,3795,250,100,160,9035,117,4538.38,8918,3528.37,290.01,1744.9
1003,-138.38333,68.38333,Lacustrine,North America,Cold,FALSE,45,42,22,2784,334,1027,24900,0,11145,1320,1,550.05,11898,0,6568.24,11898,1190.02,2,714.75
3563,-85.25,41.58306,Kettle Lake,North America,Cold,FALSE,29,44,9,2127,416,785,13701,0,7766.78,800,50,491.56,11938.5,6,4465.4,11932.5,2257.09,85,1360.78
46292,-113.91295,47.24042,Glacial Origin Lake,North America,Cold,FALSE,44,60,14,903,296,478,13430,-64,6301.5,150,1,43.57,11920.5,-43,5035.77,11963.5,945.55,100.04,434.59
834,-101.68167,54.74222,Glacial Scour Lake,North America,Cold,FALSE,47,53,4,2896,197,1018,8276,-26,4575,382,1,238.25,9855.5,-26,5584.49,9881.5,3997.41,2,1555.14
835,-107.46667,44.55,Floating Mire,North America,Cold,FALSE,36,75,6,389,55,303,10115,0,6483.33,190,62,152,11461.5,8.5,6054.5,11453,2244.36,94.54,1114.8
20279,25.36415,71.07382,Glacial Origin Lake,Europe,Polar,FALSE,50,69,15,1432,34,725,9508,1001,5367.93,186,36,100.47,11992.5,313,6419.3,11679.5,1732.01,115.59,423.31
4415,32.96292,65.09296,Mire,Europe,Cold,FALSE,29,28,3,536,122,294,7600,0,4183.33,250,100,156.67,10152.5,312,6877.25,9840.5,5944,389.09,2150.97
20012,13.58333,68.13333,Bog,Europe,Temperate,FALSE,34,48,7,2612,496,762,7750,0,3822.86,110,1,74.43,8785.5,39,3619.57,8746.5,1223.09,143.19,435.76
24080,10.33554,46.46957,Raised Bog,Europe,Cold,FALSE,60,78,6,1152,164,558,8190,-29,5283.5,250,60,121.67,10278.5,372,7165.14,9906.5,1865.83,155.02,779.77
279,-110.60615,44.95312,Kettle Lake,North America,Cold,FALSE,36,56,4,419,305,340,11775,-20,4981.25,325,10,163.75,11741,-20,6818.9,11761,1939.1,20,1389.97
2004,-110.56667,64.11667,Glacial Origin Lake,North America,Cold,FALSE,28,33,6,502,316,389,7470,0,5031.67,160,68,121.33,8656.5,15,5406.02,8641.5,1378.66,106.51,647.45
15101,-71.4207,-42.50389,Lake Dammed by Alluvial Fans,Latin America,Temperate,FALSE,24,155,20,548,253,316,8200,-53,3547.35,300,2,98,9304.5,254,4779.35,9050.5,409.54,99.04,252.16
3774,-98.60348,47.06837,Glacial Origin Lake,North America,Cold,FALSE,52,82,4,499,260,333,10970,-20,5518.75,160,1,95.25,11552,-15,4164.8,11567,2122.75,17.05,1212.18
1771,-73,-50.46667,Fen,Latin America,Polar,FALSE,38,37,3,470,112,323,9410,0,4413.33,420,30,226.67,10856.5,3,5863.89,10853.5,2129.02,59.5,1558.55
15967,-111.52408,34.77379,Caldera Lake,North America,Cold,FALSE,39,24,8,343,259,307,8450,-42,3101,130,2,89,9801.5,-42,3347.38,9843.5,1343.74,4,478.75
1607,-81.31667,48.4,Lacustrine,North America,Cold,FALSE,46,39,4,648,61,446,6970,0,3800,200,20,120,9136.5,27,4821.6,9109.5,3333.86,163.24,1073.1
17336,-8.15353,52.37189,Cirque Lake,Europe,Temperate,FALSE,48,34,9,1971,1503,1819,10560,-50,5203.33,50,1,39,11571,57,4133.18,11514,963.59,107.01,453.62
987,-55.51667,50.76889,Natural Lake,North America,Cold,FALSE,31,78,7,386,37,286,9870,-37,4820.43,200,1,104.43,11100.5,-37,6157.41,11137.5,1069.24,2,613.85
15646,-122.5609,41.34563,Natural Lake,North America,Cold,FALSE,42,28,5,1117,470,793,13382,1632,6699.6,354,100,185.2,11552.5,758,6077.5,10794.5,2141.31,249.1,1283.73
15061,-71.29522,-42.35994,Moraine Dammed Lake,Latin America,Temperate,FALSE,33,71,8,624,404,528,8988,-56,5551.88,128,1,92.12,10062.5,40,5119.97,10022.5,1010.76,164.16,470.14
20609,-119.30346,52.10981,Kettle Lake,North America,Cold,FALSE,26,69,21,1677,126,1105,9520,-52,3547.19,180,1,52.52,10691,-50,5437,10741,593.21,2,295.33
40448,10.26429,46.81088,Valley Mire,Europe,Polar,FALSE,54,54,14,1311,159,530,8030,-12,4240.57,250,100,125,9380.5,545,5330,8835.5,804,181.53,366.6
3046,-79.63778,48.50389,Natural Lake,North America,Cold,FALSE,41,29,4,831,404,551,8900,0,4468.75,90,1,59,11758,0,5968.55,11758,6231.62,2,1723.94
1610,-67.83333,-53.5,Marsh,Latin America,Arid,FALSE,38,64,4,836,39,252,9300,0,4515,400,1,175.25,11164.5,0,6387.05,11164.5,2427.14,2,1682.47
331,-85.01667,30.26667,Solution Origin Lake,North America,Temperate,FALSE,99,26,8,838,335,522,31610,0,14582.5,1200,68,458.5,11925.5,10,6387.69,11915.5,2612.41,110,1648.52
3074,-47.85,-0.76667,Natural Lake,Latin America,Tropical,FALSE,32,25,5,279,182,227,9430,-44,4597.2,70,1,52.2,11055,-44,5677.74,11099,2630.14,2,1217.26
1711,-71.46667,-41.25,Bog,Latin America,Temperate,FALSE,22,62,4,8604,47,1636,8700,0,3607.5,270,1,125.25,11083.5,116,5906.81,10967.5,3211.86,237.67,1375.69
48931,-4.14498,41.31848,Natural Lake,Europe,Arid,FALSE,67,67,6,4410,1680,2504,9623,-45,5776,244,2,111.67,11720,-45,6627.54,11765,2723.65,4,1035.78
3935,15.19097,49.04174,Raised Bog,Europe,Cold,FALSE,54,50,3,471,207,258,11060,-18,7204,250,150,216.67,11902,110,6154.97,11792,4016.7,282.51,3222.46
15032,-88.32806,47.12324,Glacial Scour Lake,North America,Cold,FALSE,29,57,8,377,224,295,8700,-49,4687.62,90,5,47.5,9685.5,-49,4460.09,9734.5,880.6,10,395.79
4445,8.61199,56.12781,Drained Lake,Europe,Temperate,FALSE,85,66,30,2724,512,1534,9180,-30,4754.33,130,25,86.83,10491,17,5050.92,10474,452.61,91.5,187.12
15417,-130.84004,57.481,Bog,North America,Cold,FALSE,29,16,4,429,149,305,8470,-38,4495.5,340,18,214.5,8087,189.5,4316.53,7897.5,1815.44,786.94,1318.1
4391,32.63333,64.08333,Mire,Europe,Cold,FALSE,35,37,3,697,232,459,9230,0,4876.67,250,80,136.67,10732,632.5,6911.58,10099.5,2633.1,237.52,1374.66
24867,-1.50278,47.40278,Marsh,Europe,Temperate,FALSE,80,71,7,374,161,309,12624,990,6223.86,528,84,230.57,11836,480,4077.43,11356,1056.26,160,587.86
3484,-83.25833,30.725,Solution Origin Lake,North America,Temperate,FALSE,58,31,3,2790,961,1622,8510,0,5073.33,140,50,96.67,9584,5,4883.42,9579,2428.02,84.52,1524.89
317,28.39012,70.17739,Glacial Origin Lake,Europe,Cold,FALSE,29,35,6,616,190,415,10280,-20,5793.33,260,50,176.67,11768.5,362,6051.41,11406.5,1311.58,447.8,759.51
21926,-74.10008,5.07352,Fen,Latin America,Polar,FALSE,79,61,5,1737,403,767,12450,-50,5579,370,35,123,11879,24,3452.51,11855,1732.85,111.5,762.05
42563,-8.39009,55.01806,Glacial Origin Lake,Europe,Temperate,FALSE,48,70,6,601,423,506,11450,0,5709.17,135,10,85,11899.5,1,5961.41,11898.5,1004.2,19,755.68
777,-58.55,53.23333,Glacial Origin Lake,North America,Cold,FALSE,34,43,6,732,98,338,10550,20,4470,290,45,117.5,11851.5,21.5,5501.72,11830,1591.45,89.01,626.42
40566,8.83094,47.61335,Mire,Europe,Cold,FALSE,89,78,11,2012,519,996,12880,-30,7397.27,130,40,79.09,11982,-13,6750.8,11995,1251.19,75.52,564.22
15403,-95.40482,47.68075,Kettle Lake,North America,Cold,FALSE,54,62,8,1928,544,826,10700,-40,5996.88,107,6,52.88,10248.5,205,6173.97,10043.5,533.57,155.55,337.28
20194,-103.62565,48.60626,Kettle Lake,North America,Arid,FALSE,95,551,12,879,92,376,12894,597,4278.42,189,65,117,10142,198,4304.95,9944,1293.6,116.04,465.64
4372,20.31667,69.35,Natural Lake,Europe,Cold,FALSE,26,32,6,615,124,443,9460,0,5686.67,250,110,145,11283.5,129,7170,11154.5,2099.93,273.53,777.35
4382,8.32556,47.07556,Glacial Origin Lake,Europe,Cold,FALSE,67,52,4,1189,406,744,7140,0,3233.75,100,1,66.5,10005.5,0,4552.62,10005.5,4350.5,2,1120.61
16193,-78.32909,44.08857,Periglacial Origin Lake,North America,Cold,FALSE,45,62,4,1238,294,501,8205,-23,4656.75,160,1,101.5,9562,-23,6438.6,9585,3136.56,2,796.86
42720,6.75027,50.0978,Volcanic Origin Lake,Europe,Cold,FALSE,77,406,405,1280,557,1057,10989.2,169.97,4625.89,100,100,100,10937,32,4578.17,10905,96.51,45,59.26
811,-156.03333,68.13333,Moraine Dammed Lake,North America,Cold,FALSE,29,17,4,508,305,365,13790,0,6522.5,280,220,254.25,11711.5,283.5,6925.24,11428,2469.29,472.59,1489.47
22828,23.52821,47.80939,Bog,Europe,Cold,FALSE,65,168,9,789,285,524,12250,-49,8673.44,125,25,82.22,11978.5,60,6456.33,11918.5,1807.29,211.03,1033.37
1657,-119.71667,56.71667,Glacial Origin Lake,North America,Cold,FALSE,35,36,7,586,221,517,10700,-32,6039.71,140,1,84.43,11815,-32,6290.71,11847,1040.61,2,600.44
48697,-91.554,16,Solution Origin Lake,Latin America,Temperate,FALSE,33,46,38,598,500,567,5330,260,3338.68,80,20,29.47,6004,388,2874.41,5616,234.01,29.52,111.86
1520,-93.1249,44.7693,Marsh,North America,Cold,FALSE,46,66,6,706,319,501,11760,-9,6035.17,150,1,86.83,11956,168,7330.69,11788,1600.36,223.51,1027.51
1663,-68.2,45.03333,Kettle Lake,North America,Cold,FALSE,51,39,10,464,248,339,11520,-30,6257,320,15,192.5,11932,-14,5941.81,11946,893.12,78.06,508.43
14512,-7.41421,53.36487,Kettle Lake,Europe,Temperate,FALSE,72,87,4,853,233,624,8400,-53,4566.75,60,1,45.25,10726,-58,4871.06,10784,4495.77,9.5,1467.07
356,-68.15,-16.36667,Mire,Latin America,Polar,FALSE,19,40,6,521,118,322,9800,0,5017.5,115,1,75.17,11943,0,6140.88,11943,1936.2,2,701.98
519,-81.26667,49.18333,Lacustrine,North America,Cold,FALSE,47,63,6,642,212,387,8800,0,5483.33,130,20,85,11560,24,5481.29,11536,2312.25,185.02,1005.33
15715,-120.78,42.556,Moraine Dammed Lake,North America,Cold,FALSE,28,20,7,385,304,324,11910,-54,5363.29,120,2,60.71,11208,-51,4719.7,11259,1921.3,10.5,847.05
3047,-87.94333,46.75414,Lacustrine,North America,Cold,FALSE,31,37,10,1773,347,623,9100,0,4461,150,30,110,10398,3,7030.19,10395,810.87,56.52,483.98
20018,10.39435,62.33017,Lacustrine,Europe,Polar,FALSE,78,132,8,2232,132,1238,11225,-52,7160.88,145,50,104.88,11988.5,-29.5,7610.7,12018,841.31,63.5,416.23
281,-88.47444,33.56333,Lacustrine,North America,Temperate,FALSE,43,28,6,286,131,177,9765,0,3991.67,110,50,82.5,11945.5,29,5638.43,11916.5,2338.07,95.01,891.75
21603,-71.70905,-13.09272,Glacial Origin Lake,Latin America,Arid,FALSE,80,20,7,504,259,390,15450,-56,8129.14,65,1,38.71,11210.5,-56,3329.25,11266.5,2419.86,2,993.78
48917,22.42306,58.52611,Raised Bog,Europe,Cold,FALSE,56,60,6,2543,487,1385,8539,-42,3642.33,181,1,79.67,11259.5,199,6024.52,11060.5,3235.7,145.52,1195.17
304,-97.12611,30.36,Mire,North America,Temperate,FALSE,37,28,5,200,166,192,15460,0,8510,500,50,294,11834.5,5,7077.68,11829.5,2276.9,77.51,1718.68
15035,-89.0935,47.91059,Kettle Lake,North America,Cold,FALSE,32,73,7,1348,321,823,9420,-42,4466.86,155,5,87.86,10633,985,5223,9648,881.1,216.54,617.59
1849,-57.75,53.05,Glacial Origin Lake,North America,Cold,FALSE,22,17,3,569,55,315,9810,0,5286.67,120,50,76.67,11850.5,8,6575.09,11842.5,3484.85,81.5,1341.62
16212,-2.84844,41.99772,Cirque Lake,Europe,Cold,FALSE,79,68,9,2229,1476,1661,14540,-41,6571,100,1,70.11,11356,-41,5154.6,11397,678.26,2,433.95
1705,-122.54722,49.30833,Glacial Origin Lake,North America,Temperate,FALSE,21,97,9,1577,237,638,12350,0,4365.56,680,20,256.67,11871,55,4847.13,11816,2144.65,118.02,766.34
492,-78.95401,33.79844,Solution Origin Lake,North America,Temperate,FALSE,64,68,11,999,345,517,18180,-42,10177.09,110,1,81,11930,-42,5576.26,11972,1065.16,2,580.89
4203,27.57509,59.30546,Bog,Europe,Cold,FALSE,24,64,8,693,128,524,9685,0,5309.38,250,40,91.88,10664,330,4843.27,10334,1116.27,224.02,639.57
42722,-55.4959,48.24689,Glacial Origin Lake,North America,Cold,FALSE,33,18,3,487,245,343,11300,-32,6599.33,120,1,73.67,11908.5,-32,8427.31,11940.5,3326.07,2,1706.52
550,-122.25,46.59167,Glacial Origin Lake,North America,Temperate,FALSE,32,31,18,780,343,485,26100,-28,7645.28,2400,14,361.33,11817.5,-36,4308.48,11853.5,2169.11,21.01,668.75
3830,-74.05822,44.14671,Glacial Origin Lake,North America,Cold,FALSE,32,16,8,11620,2700,5253,12390,-26,5903.62,480,4,209.88,11571.5,-34,5014.81,11605.5,1181.42,21.01,723.24
17359,-149.26043,63.88385,Glacial Origin Lake,North America,Cold,FALSE,27,14,5,358,299,315,13560,-35,7444,115,10,80,9314.5,36,4536.04,9278.5,1723.86,167.04,1007.02
40579,8.51833,46.445,Valley Mire,Europe,Cold,FALSE,66,27,3,1929,310,992,5673,-15,2350.67,175,1,93.33,8551.5,211,4191.17,8340.5,4600.4,269.54,1681.95
41183,-149.91417,60.25387,Glacial Scour Lake,North America,Cold,FALSE,29,52,17,809,311,387,7415,-54,3172.41,45,1,33.59,8670.5,-51,2668.36,8721.5,693.99,21.02,256.59
15189,-152.49547,67.10883,Kettle Lake,North America,Cold,FALSE,33,51,11,679,314,422,11800,-53,6183.82,600,1,186.45,11749.5,-53,8138.14,11802.5,1486.41,2,713.43
534,-111.18333,44.125,Natural Lake,North America,Cold,FALSE,36,11,3,690,310,541,10620,0,6176.67,200,30,133.33,11789.5,1,7546.32,11788.5,2474.96,57.01,1443.3
4362,27.25948,57.68477,Lacustrine,Europe,Cold,FALSE,16,38,11,549,106,264,7855,145,3712.73,115,50,75,8810,-42,4789.59,8852,713.6,28.51,396.19
41580,-105.63308,38.08684,Cirque Lake,North America,Polar,FALSE,36,61,20,304,256,292,11365,-52,2894.7,192,10,38.25,11671.5,-69,5829.99,11740.5,434.05,6,185.28
41770,8.92794,45.99663,Glacial Origin Lake,Europe,Temperate,FALSE,108,93,12,12586,4578,6852,12780,1000,6556.67,80,35,58.75,11807,667.5,4190.4,11139.5,590.61,108.54,247.42
45101,21.91667,40.81667,Fen,Europe,Arid,FALSE,70,58,4,735,245,362,10507,-50,6895,169,43,118,10496,765.5,6427.02,9730.5,2312.31,172.6,1428.92
4288,33.5,61.80556,Mire,Europe,Cold,FALSE,32,20,3,478,80,325,8670,0,5423.33,250,100,150,9954.5,742,5838,9212.5,2842.36,372.68,1882.73
22814,25.89735,46.12662,Volcanic Origin Lake,Europe,Cold,FALSE,75,123,7,873,96,383,8740,0,4367.14,250,90,125.71,10166,180,5547.48,9986,1087.62,203.01,508.89
2951,-57.3,51.51667,Glacial Scour Lake,North America,Cold,FALSE,32,20,7,460,43,256,9820,-26,5147,300,10,175.71,11900.5,-26,6162.58,11926.5,1741,21.5,734.81
4403,12.41426,57.16313,Drained Lake,Europe,Cold,FALSE,61,111,15,5628,2639,3537,9860,1140,5227.33,95,50,68.67,11282.5,773,5326.46,10509.5,535.52,89,270.72
1006,-146.9075,64.44444,Lacustrine,North America,Cold,FALSE,31,13,5,346,309,321,13690,-25,8701,1000,10,354,11824.5,34,6714.04,11790.5,3066.92,400.92,1797.93
871,-74.37083,45.94583,Natural Lake,North America,Cold,FALSE,49,51,5,1128,399,611,10420,0,6495,430,1,213.2,11929,83,8170.32,11846,1503.89,371.56,952.06
17371,-67.83333,-54.71667,Bog,Latin America,Polar,FALSE,38,48,7,918,183,500,10730,-37,4129.71,180,35,82.14,11803,1,5036.65,11802,1492.64,112.01,841.92
21768,-76.60805,2.47397,Fen,Latin America,Tropical,FALSE,86,36,3,882,176,373,2326,-46,1124,45,1,30,4714.5,58,2469.64,4656.5,5165.51,102.5,2040.4
1448,-87.84806,44.23806,Kettle Lake,North America,Cold,FALSE,39,53,5,358,290,318,13970,-26,6067.8,170,1,111.2,11889,-23,4991.17,11912,2307.67,20.52,1171.18
24155,22.05346,68.68811,Natural Lake,Europe,Cold,FALSE,45,146,14,565,319,504,8280,-46,4072.36,95,25,67.14,9725.5,27,4928.21,9698.5,840.26,115.5,293.71
40454,7.12361,46.935,Lacustrine,Europe,Temperate,FALSE,58,41,4,1057,145,404,6614,-47,4014.75,154,50,101,9300.5,753,5611.95,8547.5,5942.69,109.54,1795.09
22817,13.25694,52.58583,Lacustrine,Europe,Cold,FALSE,97,187,4,2267,782,1505,11017,-23,3717,278,50,141.25,11986.5,302,6451.08,11684.5,2659.6,217.05,1866.65
25232,2.5175,45.07611,Bog,Europe,Temperate,FALSE,75,32,3,548,102,366,7232,1811,3931,228,100,165.33,10187,-72,4600.41,10259,3945.9,394.76,1474.23
43525,-7.27146,57.35101,Glacial Scour Lake,Europe,Temperate,FALSE,45,97,6,695,390,513,12100,0,5554.17,160,10,79.17,11712,0,5516.78,11712,1482.15,19.5,715.06
20046,8.66667,61.41667,Glacial Origin Lake,Europe,Polar,FALSE,47,60,7,703,476,600,12212,0,6354,404,1,123.57,11512.5,0,5048.82,11512.5,960.26,2,480.73
4209,-4.74263,56.00316,Natural Lake,Europe,Temperate,FALSE,30,30,8,512,126,313,7832,-25,3317.25,131,50,73.62,8363,-21,4204.22,8384,742.59,66.02,394.79
1622,-55.47306,49.47139,Glacial Scour Lake,North America,Cold,FALSE,43,32,6,869,307,392,13200,-32,7238,600,16,302.67,11851.5,-32,6741.38,11883.5,1661.12,32,1157.26
4467,23.56001,42.06517,Bog,Europe,Cold,FALSE,71,118,3,1664,304,771,10575,0,5418.33,250,75,148.33,11699,282,4447.29,11417,2060.29,168.51,1828.89
15793,-67.4015,46.89286,Kettle Lake,North America,Cold,FALSE,51,29,5,688,294,421,11100,-28,6926.4,160,90,126,11867.5,128.5,6359.22,11739,2105.4,488.84,1188.29
15680,-120.38753,39.05223,Glacial Scour Lake,North America,Cold,FALSE,37,20,5,513,337,419,11180,-42,6789,180,90,134,11549.5,11.5,5763.58,11538,2151.77,134,1186.39
3928,32.76667,62.03333,Mire,Europe,Cold,FALSE,39,53,4,455,113,321,9880,0,6007.5,250,70,147.5,11660,448.5,7191.93,11211.5,1806.92,371.61,1090.83
4531,22.38333,58.46667,Raised Bog,Europe,Cold,FALSE,20,57,6,372,184,266,8980,0,4076.67,250,45,100.83,10282.5,232,4557.61,10050.5,1980.24,177.54,868.4
2314,-93.86307,44.86829,Kettle Lake,North America,Cold,FALSE,53,36,8,642,498,534,12000,-15,5738.12,160,20,105,11520.5,63,3489.26,11457.5,778.22,189,375.68
339,-64.94,48.19778,Natural Lake,North America,Cold,FALSE,45,33,6,941,205,517,10000,0,6201.67,400,1,175.17,11817.5,77,6448.42,11740.5,1477.44,283.73,862.35
1807,-81.5,46.6,Lacustrine,North America,Cold,FALSE,49,60,4,1044,65,504,9510,0,5212.5,200,20,150,11657,27,6036.01,11630,1951.21,131.06,1061.14
514,-106.41121,38.82854,Cirque Lake,North America,Polar,FALSE,52,33,4,720,348,590,8230,-30,4112.5,200,5,128.75,9444.5,-30,4546.71,9474.5,1397.5,9.5,919.95
3125,-99.6594,50.6907,Kettle Lake,North America,Cold,FALSE,33,52,9,1364,108,551,13145,-18,5119,563,9,282,11779.5,-18,5239.89,11797.5,1516.16,19,789.77
20922,-106.25685,41.37674,Kettle Lake,North America,Cold,FALSE,33,23,7,469,197,289,12760,-56,4850.57,40,1,34.43,11715,-56,5582.2,11771,1748.55,2,945.8
41606,-124.688,58.485,Glacial Origin Lake,North America,Polar,FALSE,26,37,5,601,65,409,7720,-48,4258.4,100,1,62.2,8484.5,-48,4693.22,8532.5,897.26,2,586.81
352,-93.19722,45.41111,Kettle Lake,North America,Cold,FALSE,57,31,3,1161,206,551,7880,-10,4006.67,240,10,163.33,10832.5,-10,6335.23,10842.5,9678.42,21,2427.78
